0x1b75e0a2	FOD_switch_enable
0xd3217dec	mhi_device_configure
0x3742abc3	mhi_device_get
0xdf73d16b	mhi_device_get_sync
0x6b148ae2	mhi_device_get_sync_atomic
0x465fa12c	mhi_device_ioctl
0x690f4a85	mhi_device_put
0xfc4db504	mhi_dma_provide_ops
0x202b88ab	mhi_download_rddm_image
0x382da263	mhi_driver_unregister
0x5e5fba87	mhi_dump_sfr
0x6beeee53	mhi_force_rddm_mode
0x25debbad	mhi_force_reset
0xcc621c00	mhi_free_controller
0x3bc488f4	mhi_get_channel_db_base
0x5a74b2a4	mhi_get_device_for_channel
0xa7d490bc	mhi_get_event_ring_db_base
0x39032c7c	mhi_get_exec_env
0x233bfe81	mhi_get_free_desc_count
0xb0a4d38a	mhi_get_soc_info
0x6bf230b0	mhi_notify
0x24c8711d	mhi_pm_fast_resume
0xc5ef6a77	mhi_pm_fast_suspend
0x62393f09	mhi_pm_resume
0x41e35f1f	mhi_pm_resume_force
0x97b8eed1	mhi_pm_suspend
0xd21f22f6	mhi_poll
0x0bfc4a68	mhi_power_down
0x08bbe932	mhi_prepare_for_power_up
0x0e6192c0	mhi_prepare_for_transfer
0xebae0c1f	mhi_queue_buf
0xdb3318e8	mhi_queue_dma
0xcfcf40ce	mhi_queue_skb
0x700a2007	mhi_register_controller
0xaaddd5b2	mhi_register_state_cb
0x7d40ea4e	mhi_report_error
0x38a04251	mhi_scan_rddm_cookie
0x975ed2c9	mhi_set_m2_timeout_ms
0x8b2bfb28	mhi_start_transfer
0x24f6241d	mhi_stop_transfer
0x0c9a3b3b	mhi_sync_power_up
0x73b3ae1a	mhi_unprepare_after_power_down
0x3da07cd1	mhi_unprepare_from_transfer
0x2774ff0d	mhi_unregister_controller
0x730eefde	mipi_dsi_attach
0x23daa989	mipi_dsi_create_packet
0x8f0abd43	mipi_dsi_dcs_set_tear_off
0xb258ba1c	mipi_dsi_dcs_write
0x25ddc427	mipi_dsi_detach
0xb2808eb4	mipi_dsi_device_register_full
0x06316af6	mipi_dsi_device_unregister
0x9edaf0e5	mipi_dsi_host_register
0x9638c068	mipi_dsi_host_unregister
0x3d51e1b1	misc_deregister
0x9f842df6	misc_register
0xde9150a8	mmrm_client_check_scaling_supported
0x15e4a2d8	mmrm_client_deregister
0xb6f77941	mmrm_client_get_value
0xbbd8dc5d	mmrm_client_register
0x6be8a03a	mmrm_client_set_value
0xf77f51e3	mmrm_client_set_value_in_range
0xc4f47221	mod_delayed_work_on
0xb91c96fd	mod_node_page_state
0x72cd0f7f	mod_timer
0x0222dd63	module_layout
0xc239ea43	module_put
0xa441477e	mpower_print
0xf9a482f9	msleep
0xcc5005fe	msleep_interruptible
0x13b963ad	msm_audio_get_phy_addr
0x9b4f1f33	msm_audio_ion_crash_handler
0x2af79f6b	msm_cdc_check_supply_vote
0x3e5b66a3	msm_cdc_disable_ondemand_supply
0x9b21cfd2	msm_cdc_enable_ondemand_supply
0xa8d84378	msm_cdc_enable_static_supplies
0xab97fcd9	msm_cdc_get_power_supplies
0xc1456551	msm_cdc_init_supplies
0xdd5aa56e	msm_cdc_is_ondemand_supply
0x51aa496c	msm_cdc_pinctrl_get_state
0x7881a8d0	msm_cdc_pinctrl_select_active_state
0xcf4d2def	msm_cdc_pinctrl_select_sleep_state
0x50919571	msm_cdc_pinctrl_set_wakeup_capable
0xae9c2525	msm_cdc_release_supplies
0xe96550fd	msm_cdc_set_supplies_lpm_mode
0xe2474943	msm_cdc_supply_supports_retention_mode
0x1e52a708	msm_data_fifo_config
0x11b7d250	msm_dma_unmap_all_for_dev
0x0dd501da	msm_dump_data_register_nominidump
0x06680e6f	msm_ep_clear_ops
0xca10be4d	msm_ep_config
0x72d6e025	msm_ep_set_mode
0xa7743da8	msm_ep_unconfig
0xa9a5cf04	msm_ep_update_ops
0xa9613d4e	msm_ext_disp_deregister_intf
0xb7dd7a9a	msm_ext_disp_register_audio_codec
0x1d86a233	msm_ext_disp_register_intf
0xf9a484b9	msm_ext_disp_select_audio_codec
0x435a71a8	msm_gpio_get_pin_address
0xdc9d499c	msm_gpio_mpm_wake_set
0x1daad9c4	msm_hw_fence_create
0x77127e1d	msm_hw_fence_deregister
0xf81a6ab6	msm_hw_fence_destroy
0x3b639a20	msm_hw_fence_register
0xc0016e71	msm_hw_fence_reset_client
0xad26a16f	msm_hw_fence_update_txq
0x2c62142e	msm_hw_fence_wait_update
0xbc932109	msm_minidump_add_region
0x584e21a2	msm_minidump_enabled
0x217532ad	msm_minidump_remove_region
0x6075270b	msm_pcie_allow_l1
0x1df5aa4c	msm_pcie_deregister_event
0x83a5a53a	msm_pcie_enumerate
0x118572ba	msm_pcie_l1ss_timeout_disable
0xd078bd10	msm_pcie_l1ss_timeout_enable
0x632971a3	msm_pcie_pm_control
0x59d0a449	msm_pcie_prevent_l1
0xcc02859a	msm_pcie_reg_dump
0x28391169	msm_pcie_register_event
0xeee75b29	msm_pcie_set_link_bandwidth
0xa82e96cf	msm_pcie_set_target_link_speed
0x2c5bf99d	msm_perf_events_update
0xaf4e8c38	msm_qdss_csr_disable_bam_to_usb
0x1a348990	msm_qdss_csr_disable_eth
0x8f753304	msm_qdss_csr_disable_flush
0x9b150412	msm_qdss_csr_enable_bam_to_usb
0xbb7ca4c3	msm_qdss_csr_enable_eth
0x5b3cc0ae	msm_qdss_csr_enable_flush
0x05c8d2c7	msm_qup_write
0x819bebd4	mutex_is_locked
0xd5977bfb	mutex_lock
0x2c2067df	mutex_lock_interruptible
0xbc532593	mutex_lock_killable
0x203392c6	mutex_trylock
0xed55cabd	mutex_unlock
0xceee503a	mz_gesture_report
0xaef6d817	mz_thermal_boost_request
0x341267a0	mz_thermal_boost_restore
0x4d5a7d33	mz_thermal_boost_store
0x7b24a04a	mzprobe_lookup_function
0xc10fddb8	name_to_dev_t
0x1adcbe59	napi_complete_done
0x855c7030	napi_disable
0x814ea9e4	napi_enable
0x867aca01	napi_gro_flush
0x70dc95a8	napi_gro_receive
0xaea9b9c4	napi_schedule_prep
0x5b9af7c0	neigh_destroy
0x263ad084	neigh_resolve_output
0x67a4d996	net_ns_type_operations
0xf6ebc03b	net_ratelimit
0xba0644ae	netdev_err
0x20612ead	netdev_info
0xead7afa1	netdev_rx_handler_register
0x0eb2621b	netdev_rx_handler_unregister
0x635968e1	netdev_set_default_ethtool_ops
0x4e9c0fae	netdev_update_features
0x533f4833	netif_carrier_off
0x10229dce	netif_carrier_on
0x27b8245b	netif_device_attach
0x273edf0c	netif_device_detach
0x6baaaa36	netif_napi_add
0x0825a356	netif_receive_skb
0x6b8bf149	netif_receive_skb_list
0x3a829981	netif_rx
0x2880f4f8	netif_rx_ni
0xf0e523d5	netif_schedule_queue
0x286b665d	netif_tx_stop_all_queues
0xf6d62a24	netif_tx_wake_queue
0x9f0f7f81	netlink_broadcast
0xb2f3fd98	netlink_kernel_release
0xfa599bb2	netlink_register_notifier
0x6bf34f33	netlink_unicast
0xdf54a8f7	netlink_unregister_notifier
0xcd279169	nla_find
0xf1db1704	nla_memcpy
0x21844262	nla_put
0xd30ae381	nla_put_64bit
0x4fb5570b	nla_reserve
0x065c4d1a	nla_reserve_64bit
0x84823cf3	nla_strscpy
0x528c8b55	no_llseek
0xc18e62cb	nonseekable_open
0xd1208e05	noop_llseek
0x017de3d5	nr_cpu_ids
0xb88f6031	ns_capable
0x1e1e140e	ns_to_timespec64
0xffae8e8b	nsecs_to_jiffies
0x2c7aca28	nvmem_cell_get
0x85540ebc	nvmem_cell_put
0x99f018c4	nvmem_cell_read
0x19f72100	nvmem_cell_read_u32
0x202d4ed6	nvmem_cell_write
0xc697b0f7	nvmem_device_read
0x3866e217	nvmem_device_write
0x761b06be	of_address_to_resource
0x31c55242	of_alias_get_id
0x77e07944	of_clk_add_provider
0x7eb4612e	of_clk_get_from_provider
0x8122a5ae	of_clk_src_onecell_get
0xbce318c2	of_count_phandle_with_args
0xc32add36	of_cpu_node_to_id
0x2c34e19c	of_css
0x19c9ebda	of_devfreq_cooling_register
0x14d7a873	of_device_get_match_data
0x695f563a	of_device_is_available
0xb953c4ef	of_device_is_compatible
0xfaa196d3	of_device_uevent_modalias
0x4c6da643	of_dma_configure_id
0x8203e99d	of_dma_controller_free
0xc15fa4af	of_dma_controller_register
0xf3479c1b	of_drm_find_bridge
0xfae89156	of_drm_find_panel
0x3ab39c72	of_find_compatible_node
0x0c5776c2	of_find_device_by_node
0x5d9fe012	of_find_i2c_device_by_node
0x8e3271a2	of_find_matching_node_and_match
0x298f9619	of_find_mipi_dsi_host_by_node
0x51ae23ec	of_find_node_by_name
0x38996265	of_find_node_by_phandle
0x160c9308	of_find_node_opts_by_path
0x99a55dda	of_find_node_with_property
0xba82ac8f	of_find_property
0x5c9b341c	of_fwnode_ops
0xdc42d1c9	of_genpd_add_provider_simple
0xa8106ae3	of_genpd_del_provider
0xc343c521	of_get_child_by_name
0xdd7041ce	of_get_coresight_csr_name
0x8e65314b	of_get_cpu_node
0xf17c4a7d	of_get_named_gpio_flags
0x31a7e68c	of_get_next_available_child
0x311c9ba7	of_get_next_child
0x9c8f6dc2	of_get_next_parent
0x59e8c429	of_get_parent
0x82bb0350	of_get_property
0x35b93fad	of_get_regulator_init_data
0xd89d638d	of_get_required_opp_performance_state
0x7beb73ed	of_graph_get_endpoint_by_regs
0xfdc2ef81	of_graph_get_next_endpoint
0x8f0dcd93	of_graph_get_port_parent
0x34323252	of_graph_get_remote_endpoint
0x0281b55c	of_graph_get_remote_node
0xbbcde03b	of_graph_get_remote_port_parent
0xb3da74e4	of_graph_is_present
0x8e00236e	of_graph_parse_endpoint
0x1f9ad66b	of_icc_get
0xe85b2278	of_iomap
0x356ede45	of_irq_find_parent
0xaa4568a4	of_irq_get
0x497ddc24	of_irq_get_byname
0x6ee5c849	of_irq_parse_one
0x4f8f8ffe	of_match_device
0x8896326d	of_match_node
0x86c331a4	of_modalias_node
0x34f46cda	of_node_name_eq
0x59c4f9e1	of_parse_phandle
0x765c77f7	of_parse_phandle_with_args
0x89104b27	of_parse_phandle_with_fixed_args
0x0e416596	of_phandle_iterator_init
0xa8b887c3	of_phandle_iterator_next
0x36c7fbb6	of_platform_depopulate
0x9b0800fe	of_platform_device_create
0x76590141	of_platform_device_destroy
0x34498f47	of_platform_populate
0xfd6dabf0	of_prop_next_string
0xba7e7f78	of_prop_next_u32
0x1ff61c30	of_property_count_elems_of_size
0x986124cd	of_property_match_string
0x87326190	of_property_read_string
0xb97233e8	of_property_read_string_helper
0x13b3fcf3	of_property_read_u32_index
0xad348830	of_property_read_u64
0x9217185a	of_property_read_variable_u16_array
0xa3a83f8c	of_property_read_variable_u32_array
0xb5e6c830	of_property_read_variable_u8_array
0xe221f381	of_register_swr_devices
0x5431f61f	of_reserved_mem_device_init_by_idx
0x35123436	of_reserved_mem_device_release
0x0096b343	of_slim_get_device
0x23e1a790	of_thermal_get_ntrips
0x77ebb91c	of_thermal_get_trip_points
0x9b8b512f	of_thermal_is_trip_valid
0x8b618d08	overflowuid
0x4cf99ea5	page_endio
0x2de125c0	page_frag_alloc_align
0x88e1d0f0	page_frag_free
0x96d46f7b	page_mapped
0xeaad4c48	page_mapping
0x85881243	panel_event_notification_trigger
0xc677e2fa	panel_event_notifier_register
0xa138dda0	panel_event_notifier_unregister
0xf1e046cc	panic
0x07ceeac9	panic_notifier_list
0x42541bac	param_array_ops
0x7ff76189	param_get_int
0x2e3260ca	param_get_string
0x59059a2c	param_get_ullong
0x08070288	param_ops_bool
0x3fa768fd	param_ops_charp
0x65cafe5c	param_ops_int
0x304dd2d6	param_ops_string
0x7c75e4a8	param_ops_uint
0x46a31125	param_ops_ullong
0xefc8860a	param_ops_ulong
0xf487e0f2	param_set_copystring
0x542907dc	param_set_int
0x82761c1d	param_slot_rw
0x43faea6d	pci_alloc_irq_vectors_affinity
0x518a5e9f	pci_assign_resource
0x0b218eed	pci_clear_master
0x7bded13e	pci_dev_get
0x7483dc59	pci_dev_present
0x24e336ed	pci_dev_put
0xc9660b71	pci_device_is_present
0xbade0f65	pci_disable_device
0xd6ae4223	pci_disable_msi
0x8d3142c4	pci_enable_device
0xf3c45ee7	pci_enable_pcie_error_reporting
0xd7c0db0d	pci_find_ext_capability
0xc9e4bae6	pci_free_irq_vectors
0xb4a6077e	pci_get_device
0xab4195d7	pci_host_probe
0x2dc7fb03	pci_iomap
0xdd376bfe	pci_iounmap
0x5f4f3278	pci_irq_vector
0xc6132051	pci_load_and_free_saved_state
0x91dee915	pci_load_saved_state
0xe39a5a17	pci_msi_create_irq_domain
0xdb9d553b	pci_msi_mask_irq
0x3bcf2d82	pci_msi_unmask_irq
0x69797f86	pci_read_config_dword
0x00b78d00	pci_read_config_word
0x21017865	pci_release_region
0x3609a512	pci_request_region
0xee0ef764	pci_restore_state
0x5af4b141	pci_save_state
0x11098973	pci_set_master
0x2cf21af6	pci_set_power_state
0xb86452f3	pci_store_saved_state
0x43fe38e2	pci_unregister_driver
0xde66b7e4	pci_walk_bus
0x4c8f1b55	pci_write_config_dword
0x2af152d9	pci_write_config_word
0x55b7116d	pcie_capability_clear_and_set_word
0xb46db593	pcie_capability_read_word
0x432975e6	pdr_add_lookup
0x47b2ed49	pdr_handle_alloc
0xf618ca5b	pdr_handle_release
0xa4f30826	perf_aux_output_begin
0x20abc625	perf_aux_output_end
0x759bc5f3	perf_aux_output_flag
0xbadf6e70	perf_get_aux
0xf7b11eb8	perf_pmu_register
0x26cdb52d	perf_pmu_unregister
0x2d2c902f	perf_trace_buf_alloc
0x7ff5b9fd	perf_trace_run_bpf_submit
0x6da467cb	pfn_is_map_memory
0x819459cf	pid_nr_ns
0x75c08240	pid_task
0x8c99c39b	pinconf_generic_dt_node_to_map
0x99894c8f	pinctrl_dev_get_drvdata
0x6312796c	pinctrl_lookup_state
0xafddac60	pinctrl_pm_select_sleep_state
0x66cabad1	pinctrl_select_state
0xe8d58dc1	pinctrl_utils_free_map
0x648ffea5	platform_bus_type
0x53024ebd	platform_device_add
0x5fedd0c6	platform_device_add_data
0xa85dce9c	platform_device_alloc
0xb7bb6ea0	platform_device_del
0x2cffad1f	platform_device_put
0x5aeea149	platform_device_register
0x056b2617	platform_device_register_full
0x51c4270d	platform_device_unregister
0xb68b66dd	platform_driver_unregister
0x26642b9c	platform_get_irq
0xed801dd7	platform_get_irq_byname
0x647bbfd5	platform_get_resource
0xa3fc462a	platform_get_resource_byname
0xc9aae45d	platform_irq_count
0x025f7a84	platform_msi_domain_alloc_irqs
0x949c33e0	platform_msi_domain_free_irqs
0x7f6a3c0f	pm_generic_resume
0x7fdffd58	pm_generic_suspend
0x71f97c0b	pm_genpd_init
0x37a6b35a	pm_genpd_remove
0x349d7031	pm_relax
0xb36d0d44	pm_runtime_allow
0x63632604	pm_runtime_autosuspend_expiration
0xb4c6f962	pm_runtime_barrier
0x9a6993d1	pm_runtime_enable
0xa739712c	pm_runtime_forbid
0xbe9c518f	pm_runtime_force_resume
0x01d74a94	pm_runtime_force_suspend
0xcac4f252	pm_runtime_irq_safe
0x6430a0d5	pm_runtime_no_callbacks
0x0cb3136b	pm_runtime_set_autosuspend_delay
0x56cddc9d	pm_stay_awake
0x42635d55	pm_suspend_global_flags
0x8c0215f2	pm_system_wakeup
0x09220c2a	pm_wakeup_dev_event
0xfd257921	pm_wakeup_ws_event
0x8945c783	pmic_glink_register_client
0x56e3edd9	pmic_glink_unregister_client
0x5a5edc5c	pmic_glink_write
0x19a6e0f2	power_supply_changed
0xfafc9995	power_supply_get_by_name
0x1341b492	power_supply_get_drvdata
0x91406f94	power_supply_get_property
0x9c330032	power_supply_put
0x136209db	power_supply_reg_notifier
0xd9495a81	power_supply_set_property
0x6b81c38b	power_supply_unreg_notifier
0xfda9581f	prandom_u32
0x43b0c9c3	preempt_schedule
0xf70e4a4d	preempt_schedule_notrace
0x8c26d495	prepare_to_wait_event
0x167c5967	print_hex_dump
0x6fb08a8a	private_slot_rw
0x052cf2c7	private_slot_rw_speaker
0x1453ea4b	proc_create
0x60480c78	proc_create_data
0xa8181adf	proc_dointvec
0x2cdf87a1	proc_dointvec_minmax
0xaa04709b	proc_mkdir
0xe5aaaab6	proc_remove
0x05abfccc	proc_set_user
0x494275b6	provide_qseecom_kernel_fun_ops
0x7f577cb4	pskb_expand_head
0x313a6dce	put_device
0x16dd6f02	put_pid
0x5ec4aee6	put_sg_io_hdr
0x3f4547a7	put_unused_fd
0x42c24f2f	pwm_apply_state
0x27122273	pwmchip_add
0x486a16db	pwmchip_remove
0x75506860	qce_ablk_cipher_req
0xedc0e32c	qce_aead_req
0xec092a95	qce_clear_driver_stats
0x575c81e1	qce_close
0x81a61e31	qce_disable_clk
0x0d26f8cb	qce_enable_clk
0xe9be0d52	qce_get_crypto_status
0x8a41438e	qce_get_driver_stats
0x46a7cef5	qce_hw_support
0x0e30ff3f	qce_manage_timeout
0xa499034b	qce_open
0x4541bcae	qce_pm_table
0xccf2c8be	qce_process_sha_req
0x4fde47cc	qce_set_irqs
0x75e94540	qcom_adc5_hw_scale
0xc61e7a34	qcom_adc5_prescaling_from_dt
0x37b65316	qcom_add_glink_subdev
0x65e849c5	qcom_add_smd_subdev
0x57aa694a	qcom_add_ssr_subdev
0xd8b7406a	qcom_add_sysmon_subdev
0x0761be0e	qcom_alloc_io_pgtable_ops
0xcf9c91ca	qcom_cc_map
0xf202ea17	qcom_cc_really_probe
0xc1e06be4	qcom_cc_runtime_init
0x5ed4f8f6	qcom_cc_runtime_resume
0x8216c1b6	qcom_cc_runtime_suspend
0x52eb10e5	qcom_cc_sync_state
0xa9a939b7	qcom_clk_dump
0x2e5a6763	qcom_clk_get_voltage
0x808a7fdf	qcom_clk_set_flags
0x47fff4b0	qcom_create_ramdump_device
0xf5c0a90b	qcom_dcvs_get_ddr_child_node
0xeb65b1b1	qcom_dcvs_hw_minmax_get
0x95fd20e3	qcom_dcvs_kobject_get
0x425e7e2c	qcom_dcvs_register_voter
0x27547f87	qcom_dcvs_unregister_voter
0xdef933ab	qcom_dcvs_update_votes
0x16b6cbc9	qcom_destroy_ramdump_device
0x800704bd	qcom_device_shutdown_in_progress
0x83406421	qcom_dump
0x4948a3b7	qcom_elf_dump
0xa36385ce	qcom_free_io_pgtable_ops
0xade3e7e8	qcom_get_cpucp_id
0xf70aabd6	qcom_glink_early_ssr_notify
0x943635f9	qcom_glink_is_wakeup
0x3496321c	qcom_glink_mem_entry_free
0x0912093b	qcom_glink_mem_entry_init
0x0a5c0e2b	qcom_glink_native_probe
0x149236da	qcom_glink_native_remove
0x44a1e069	qcom_glink_native_start
0xfd2d5a1d	qcom_glink_native_unregister
0xd88c7f8c	qcom_glink_smem_register
0x0173aa48	qcom_glink_smem_start
0x72dd75d9	qcom_glink_smem_unregister
0x509097f8	qcom_glink_spss_register
0xf84e73d0	qcom_glink_spss_unregister
0xf14f5684	qcom_glink_ssr_notify
0xeab16ef4	qcom_iommu_enable_s1_translation
0x3968346d	qcom_iommu_get_asid_nr
0xa8041930	qcom_iommu_get_context_bank_nr
0x57918a66	qcom_iommu_get_fault_ids
0xd608485e	qcom_iommu_get_mappings_configuration
0x58170ee7	qcom_iommu_iova_to_phys_hard
0x5f45534e	qcom_iommu_set_fault_model
0xbcde8cb5	qcom_iommu_set_secure_vmid
0xd80b94d5	qcom_iommu_sid_switch
0xa1793cd7	qcom_mdt_free_metadata
0xe8a3861c	qcom_mdt_get_size
0xec6fbebd	qcom_mdt_load
0x42472220	qcom_mdt_load_no_free
0x1af44eef	qcom_minidump
0xee14fdf9	qcom_notify_early_ssr_clients
0x30e58241	qcom_pil_info_store
0xef11b635	qcom_pil_timeouts_disabled
0x5f238620	qcom_pmu_event_supported
0x7eb04ed9	qcom_pmu_idle_register
0xca8c4758	qcom_pmu_read
0xb88bcbd9	qcom_pmu_read_all_local
0xb7790289	qcom_q6v5_init
0x2fbf2486	qcom_q6v5_panic
0x9de13ca0	qcom_q6v5_prepare
0xe5a754d2	qcom_q6v5_register_ssr_subdev
0x7b8bd7d0	qcom_q6v5_request_stop
0x85370a80	qcom_q6v5_unprepare
0xfe718394	qcom_q6v5_wait_for_start
0xbb444e5a	qcom_register_dump_segments
0xc5fb8453	qcom_register_early_ssr_notifier
0x0fa538df	qcom_register_ssr_notifier
0x84797c7e	qcom_remove_glink_subdev
0x34f4da5f	qcom_remove_smd_subdev
0xf23b3cbd	qcom_remove_ssr_subdev
0xa881c6fc	qcom_remove_sysmon_subdev
0xc569ebe0	qcom_rproc_toggle_load_state
0x2fe5b535	qcom_scm_assign_mem
0x170fe239	qcom_scm_camera_protect_phy_lanes
0xc0431727	qcom_scm_dcvs_ca_available
0x3ba7797d	qcom_scm_dcvs_core_available
0x1deaf3c9	qcom_scm_dcvs_init_ca_v2
0x99937451	qcom_scm_dcvs_init_v2
0x93bf905f	qcom_scm_dcvs_reset
0x5b5c52ab	qcom_scm_dcvs_update
0x945bcb2b	qcom_scm_dcvs_update_ca_v2
0xb57a87ee	qcom_scm_dcvs_update_v2
0x8e1b7c28	qcom_scm_get_sec_dump_state
0xae116aaa	qcom_scm_get_tz_feat_id_version
0x3d251a04	qcom_scm_get_tz_log_feat_id
0x46af89ee	qcom_scm_invoke_callback_response
0x6a57beeb	qcom_scm_invoke_smc
0xd3f11128	qcom_scm_invoke_smc_legacy
0x4e2e74c1	qcom_scm_io_readl
0x9a70fd21	qcom_scm_io_reset
0x1de67f9b	qcom_scm_io_writel
0x99094fb2	qcom_scm_is_available
0x61b3c1c3	qcom_scm_kgsl_set_smmu_aperture
0x63d450ba	qcom_scm_kgsl_set_smmu_lpac_aperture
0x51f70c4c	qcom_scm_mem_protect_region_id
0x8430fbf7	qcom_scm_mem_protect_sd_ctrl
0x8d4112df	qcom_scm_mem_protect_video_var
0xdd7e3192	qcom_scm_pas_auth_and_reset
0xfc52abc7	qcom_scm_pas_shutdown
0xc1538ee3	qcom_scm_pas_shutdown_retry
0x1e77ab1a	qcom_scm_qseecom_call
0x9d909c45	qcom_scm_query_encrypted_log_feature
0x640e3f5d	qcom_scm_register_qsee_log_buf
0xfae9bc40	qcom_scm_request_encrypted_log
0x9b128a66	qcom_scm_set_remote_state
0xfae85203	qcom_scm_smmu_notify_secure_lut
0x54356d7a	qcom_smd_register_edge
0x3330a1c8	qcom_smd_unregister_edge
0x34b57571	qcom_smem_alloc
0x5899664c	qcom_smem_get
0x5a710273	qcom_smem_get_free_space
0x50d67d4c	qcom_smem_state_get
0xf40080db	qcom_smem_state_register
0x4561f990	qcom_smem_state_unregister
0xf730fb4a	qcom_smem_state_update_bits
0x9979b76e	qcom_smem_virt_to_phys
0x2b1f7d09	qcom_spss_set_fw_name
0x7cd95956	qcom_sysmon_get_reason
0xb2fae318	qcom_sysmon_get_txn_id
0x1482d168	qcom_sysmon_shutdown_acked
0xd6cc0cc0	qcom_unregister_ssr_notifier
0x0fc85ce1	qcom_va_md_add_region
0x36f97954	qcom_va_md_enabled
0xb4371f6f	qcom_va_md_register
0x748f5fc8	qcom_va_md_unregister
0xe4fbce92	qmap_encapsulate_skb
0x61b000a1	qmi_add_lookup
0x7990c0ab	qmi_add_server
0xd44d3b8c	qmi_handle_init
0x52ac9dc3	qmi_handle_release
0x21ce5888	qmi_response_type_v01_ei
0x8a43c967	qmi_rmnet_ps_ind_deregister
0x7171cf27	qmi_rmnet_ps_ind_register
0x550e7e96	qmi_send_indication
0x28b3aa61	qmi_send_request
0x5e9d63ef	qmi_send_response
0xe852134f	qmi_txn_cancel
0xe2beb423	qmi_txn_init
0xc414c2b3	qmi_txn_wait
0x0e93e8c4	qmp_get
0x2333aed6	qmp_put
0x9e2aa1df	qmp_send
0x0b3cfa59	qpnp_lpg_pwm_get_output_types_supported
0x2af74596	qpnp_lpg_pwm_set_output_type
0xfa4bc742	qrtr_endpoint_post
0x2c320ee8	qrtr_endpoint_register
0x1f142134	qrtr_endpoint_unregister
0x680df8f1	qrtr_peek_pkt_size
0x3fbd4070	qrtr_print_wakeup_reason
0x53d35828	qseecom_send_command
0xd516a511	qseecom_shutdown_app
0x802d7623	qseecom_start_app
0x79123a12	qtee_shmbridge_allocate_shm
0x5658fa1f	qtee_shmbridge_deregister
0x75369b91	qtee_shmbridge_flush_shm_buf
0x0b87d78b	qtee_shmbridge_free_shm
0x67847272	qtee_shmbridge_inv_shm_buf
0x99367cb2	qtee_shmbridge_is_enabled
0x97c3c32d	qtee_shmbridge_register
0x47653d56	qti_battery_charger_get_prop
0x9a902f41	qti_flash_led_prepare
0xbf57e89e	queue_delayed_work_on
0x732ac580	queue_work_on
0xb0a0da0c	rational_best_approximation
0xa851973a	raw_notifier_call_chain
0xdc9fa232	raw_notifier_chain_register
0xd06524ba	raw_notifier_chain_unregister
0x4d9b652b	rb_erase
0xece784c2	rb_first
0xa5526619	rb_insert_color
0xdf2c2742	rb_last
0xca9360b5	rb_next
0xf82ec573	rb_prev
0x60a13e90	rcu_barrier
0x03300c65	rdev_get_drvdata
0x2d55e4f4	reclaim_pages
0x5e06bc5c	refcount_dec_and_lock
0x27c95ba3	refcount_dec_and_mutex_lock
0x0296695f	refcount_warn_saturate
0xc799d9ed	regcache_cache_only
0xdad9b458	regcache_drop_region
0x186342fe	regcache_mark_dirty
0x231da597	regcache_sync
0xf30bf95f	regcache_sync_region
0x3fd78f3b	register_chrdev_region
0x14d2e4b6	register_cld_cmd_cb
0x29e0f0d9	register_console
0xb6261484	register_die_notifier
0x9593ef31	register_ftrace_export
0x696c9e5f	register_hboost_event_notifier
0x60352082	register_inet6addr_notifier
0xf68285c0	register_inetaddr_notifier
0x0472cf3b	register_kprobe
0x79345cb9	register_kretprobe
0x0a770832	register_memory_notifier
0x774a6ddf	register_mpower_notifier
0x96cc121a	register_netdev
0xe8772eaf	register_netdevice
0xd2da1048	register_netdevice_notifier
0x4761f17c	register_netevent_notifier
0x622c7922	register_oom_notifier
0x62812e41	register_pernet_device
0x9cc4f70a	register_pm_notifier
0x05a737fe	register_qcom_clks_pm
0x2d58bdce	register_qdisc
0x3517383e	register_reboot_notifier
0x05b09706	register_shrinker
0xb9c425de	register_syscore_ops
0x6a449c4f	register_sysctl_table
0x69ea286a	register_ucsi_glink_notifier
0xe54dbd36	regmap_async_complete
0xcf01e6f2	regmap_bulk_read
0x77a2f325	regmap_bulk_write
0x8c6a695b	regmap_get_device
0x55784228	regmap_irq_get_virq
0x25c5e3c5	regmap_multi_reg_write
0x617915e5	regmap_raw_read
0x22cbffea	regmap_raw_write
0x7591141f	regmap_raw_write_async
0xd58b01d7	regmap_read
0xe99b502b	regmap_register_patch
0x7725a34d	regmap_update_bits_base
0xd43025f1	regmap_write
0xe0975d87	regulator_bulk_disable
0x621fbe7b	regulator_bulk_enable
0x6a40ac26	regulator_count_voltages
0x4eec1779	regulator_disable
0x0a27d944	regulator_enable
0x7e5ef82f	regulator_get
0x85097f00	regulator_get_mode
0xffa7bd99	regulator_get_optional
0x014315d1	regulator_get_voltage
0x261e7f14	regulator_is_enabled
0xf6a23e29	regulator_notifier_call_chain
0x02e60c55	regulator_proxy_consumer_sync_state
0x9a45b209	regulator_put
0x86be7f5e	regulator_register_notifier
0xd36cd787	regulator_set_current_limit
0x694a3645	regulator_set_load
0x3648026e	regulator_set_mode
0x3095dd01	regulator_set_voltage
0xd2124b30	regulator_unregister_notifier
0xe0895e71	regulatory_pre_cac_allowed
0x027a34d8	regulatory_set_wiphy_regd
0x9f6fac6d	relay_close
0xf4a83683	relay_file_operations
0xe266f439	relay_flush
0x6de40b20	relay_open
0xa2c6d402	relay_reset
0x64e293a9	relay_subbufs_consumed
0x5027d999	relay_switch_subbuf
0xc6d09aa9	release_firmware
0x8fecce95	remap_pfn_range
